Timestamp,Latitude,Longitude,Bearing,Type,Defects or Features,RoadName,DetectedImage,RawImage
"09-08-2024 , 14:51",53.1420140247792,-1.5574883669614792,S,Major Pothole,"Moderate Pothole, Minor Transverse Cracking",Woolley Road,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/Markred/20240809145149190_53.1420140247792_-1.5574883669614792_S_30.1_0.0_14858.58_derbyshireadmin_11_4_.jpg,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/raw/20240809145149190_53.1420140247792_-1.5574883669614792_S_30.1_0.0_14858.58_derbyshireadmin_.jpg
"05-08-2024 , 16:56",53.17194659728557,-1.605806266888976,S,Major Pothole,Moderate Pothole,A6,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/Markred/20240805165604057500_53.17194659728557_-1.605806266888976_S_49.8_6.96_8737.59_derbyshireadmin_11_.jpg,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/raw/20240805165604057500_53.17194659728557_-1.605806266888976_S_49.8_6.96_8737.59_derbyshireadmin_.jpg
"05-08-2024 , 16:55",53.17527884384617,-1.6075422009453177,S,Major Pothole,Moderate Pothole,A6,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/Markred/20240805165535566_53.17527884384617_-1.6075422009453177_S_48.7_6.74_8342.4_derbyshireadmin_11_.jpg,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/raw/20240805165535566_53.17527884384617_-1.6075422009453177_S_48.7_6.74_8342.4_derbyshireadmin_.jpg
"05-08-2024 , 16:28",53.22818438988179,-1.7101669125258923,S,Major Pothole,"Minor Pothole, Moderate Pothole",Greaves Lane,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/Markred/20240805162829555_53.22818438988179_-1.7101669125258923_S_31.4_8.8_20941.23_derbyshireadmin_10_10_11_.jpg,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/raw/20240805162829555_53.22818438988179_-1.7101669125258923_S_31.4_8.8_20941.23_derbyshireadmin_.jpg
"12-08-2024 , 06:34",53.24588114395738,-1.6237741336226463,E,Major Pothole,"Moderate Pothole, Minor Alligator",A619,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/Markred/20240812063414317500_53.24588114395738_-1.6237741336226463_E_51.0_7.03_8033.91_derbyshireadmin_11_1_.jpg,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/raw/20240812063414317500_53.24588114395738_-1.6237741336226463_E_51.0_7.03_8033.91_derbyshireadmin_.jpg
"05-08-2024 , 06:45",53.27203933149576,-1.7302163410931826,N,Major Pothole,"Moderate Pothole, Minor Longitudinal Cracking",B6465,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/Markred/20240805064546375333_53.27203933149576_-1.7302163410931826_N_67.5_6.48_15881.15_derbyshireadmin_11_7_.jpg,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/raw/20240805064546375333_53.27203933149576_-1.7302163410931826_N_67.5_6.48_15881.15_derbyshireadmin_.jpg
"05-08-2024 , 06:56",53.31531268078834,-1.8722174316644669,W,Major Pothole,Moderate Pothole,A623,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/Markred/20240805065650738000_53.31531268078834_-1.8722174316644669_W_70.0_6.47_28221.27_derbyshireadmin_11_.jpg,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/raw/20240805065650738000_53.31531268078834_-1.8722174316644669_W_70.0_6.47_28221.27_derbyshireadmin_.jpg
"05-08-2024 , 06:54",53.31531490199268,-1.8451321497559547,W,Major Pothole,Severe Pothole,A623,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/Markred/20240805065435712666_53.31531490199268_-1.8451321497559547_W_81.2_7.63_25576.64_derbyshireadmin_12_.jpg,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/raw/20240805065435712666_53.31531490199268_-1.8451321497559547_W_81.2_7.63_25576.64_derbyshireadmin_.jpg
"19-08-2024 , 11:03",53.33337216172367,-1.916981698013842,N,Minor Pothole,Minor Pothole,Hayfield Road,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/Markorange/20240819110315806_53.33337216172367_-1.916981698013842_N_44.4_6.19_1904.54_phillip.hardy@derbyshire.gov.uk_10_.jpg,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/raw/20240819110315806_53.33337216172367_-1.916981698013842_N_44.4_6.19_1904.54_phillip.hardy@derbyshire.gov.uk_.jpg
"12-08-2024 , 12:11",53.33889378234744,-1.9811763893812895,E,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",A6,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/Markorange/20240812121151314_53.33889378234744_-1.9811763893812895_E_11.8_6.44_3356.41_phillip.hardy@derbyshire.gov.uk_10_7_7_7_.jpg,https://platform.roadmetrics.ai/derbyshire_county_council_08_2024_8/raw/20240812121151314_53.33889378234744_-1.9811763893812895_E_11.8_6.44_3356.41_phillip.hardy@derbyshire.gov.uk_.jpg
