Timestamp,Latitude,Longitude,Bearing,Type,Defects or Features,RoadName,DetectedImage,RawImage
"31-05-2023 , 14:20",52.512669218704104,-1.7920598667114973,W,Major Pothole,"Ravelling, Moderate Pothole",Cadbury Drive,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230531142022029_52.512669218704104_-1.7920598667114973_W_25.7_7.4393945_13326.502_bilal.shehzad_13_13_13_13_13_11_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230531142022029_52.512669218704104_-1.7920598667114973_W_25.7_7.4393945_13326.502_bilal.shehzad_.jpg
"31-05-2023 , 14:19",52.51425452996045,-1.7897198908030987,S,Major Pothole,"Moderate Pothole, Minor Longitudinal Cracking, Surface Deterioration",Cadbury Drive,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230531141936026_52.51425452996045_-1.7897198908030987_S_28.4_7.9436035_13020.843_bilal.shehzad_11_7_19_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230531141936026_52.51425452996045_-1.7897198908030987_S_28.4_7.9436035_13020.843_bilal.shehzad_.jpg
"02-06-2023 , 11:01",52.53034254536033,-1.7958120256662369,N,Major Pothole,"Surface Deterioration, Ravelling, Severe Pothole",Overdale Avenue,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602110136725_52.53034254536033_-1.7958120256662369_N_19.5_5.5077376_5214.8887_bilal.shehzad_19_13_19_19_19_12_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602110136725_52.53034254536033_-1.7958120256662369_N_19.5_5.5077376_5214.8887_bilal.shehzad_.jpg
"02-06-2023 , 11:01",52.530375653877854,-1.7958126123994589,N,Major Pothole,"Surface Deterioration, Ravelling, Severe Pothole",Overdale Avenue,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602110137716_52.530375653877854_-1.7958126123994589_N_15.9_4.465281_5219.354_bilal.shehzad_19_19_13_12_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602110137716_52.530375653877854_-1.7958126123994589_N_15.9_4.465281_5219.354_bilal.shehzad_.jpg
"02-06-2023 , 11:01",52.53043306991458,-1.795804314315319,S,Major Pothole,"Surface Deterioration, Moderate Pothole",Overdale Avenue,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602110154723_52.53043306991458_-1.795804314315319_S_10.8_3.3330843_5270.0356_bilal.shehzad_19_19_11_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602110154723_52.53043306991458_-1.795804314315319_S_10.8_3.3330843_5270.0356_bilal.shehzad_.jpg
"02-06-2023 , 10:56",52.53077098634094,-1.7922411672770977,N,Major Pothole,"Moderate Pothole, Lane Marking Deterioration, Ravelling",Maythorn Avenue,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602105601726_52.53077098634094_-1.7922411672770977_N_13.5_4.015811_3014.9045_bilal.shehzad_11_22_13_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602105601726_52.53077098634094_-1.7922411672770977_N_13.5_4.015811_3014.9045_bilal.shehzad_.jpg
"02-06-2023 , 11:03",52.530936319381,-1.7985327914357185,W,Major Pothole,"Moderate Pothole, Surface Deterioration, Minor Longitudinal Cracking",Westlands Road,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602110349733_52.530936319381_-1.7985327914357185_W_26.0_6.939724_5807.6035_bilal.shehzad_11_19_19_19_19_19_7_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602110349733_52.530936319381_-1.7985327914357185_W_26.0_6.939724_5807.6035_bilal.shehzad_.jpg
"02-06-2023 , 10:34",52.53128467127681,-1.7777411453425884,E,Major Pothole,"Moderate Longitudinal Cracking, Surface Deterioration, Moderate Pothole, Minor Longitudinal Cracking",Walmley Ash Road,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602103439731_52.53128467127681_-1.7777411453425884_E_37.1_10.344365_12928.997_bilal.shehzad_8_8_19_11_7_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602103439731_52.53128467127681_-1.7777411453425884_E_37.1_10.344365_12928.997_bilal.shehzad_.jpg
"01-06-2023 , 15:12",52.543929275125265,-1.9029479194432497,N,Major Pothole,"Minor Longitudinal Cracking, Minor Alligator, Moderate Pothole",Aldridge Road,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230601151225083_52.543929275125265_-1.9029479194432497_N_42.2_11.385031_729.25916_bilal.shehzad_7_1_7_11_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230601151225083_52.543929275125265_-1.9029479194432497_N_42.2_11.385031_729.25916_bilal.shehzad_.jpg
"01-06-2023 , 14:17",52.54439191427082,-1.8972115125507116,E,Major Pothole,"Moderate Pothole, Ravelling, Moderate Transverse Cracking, Minor Longitudinal Cracking",Dyas Road,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230601141724077_52.54439191427082_-1.8972115125507116_E_41.0_11.573565_629.8376_bilal.shehzad_11_13_5_7_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230601141724077_52.54439191427082_-1.8972115125507116_E_41.0_11.573565_629.8376_bilal.shehzad_.jpg
"02-06-2023 , 10:25",52.54791956394911,-1.7859694920480251,N,Major Pothole,Moderate Pothole,Fox Hollies Road,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602102518724_52.54791956394911_-1.7859694920480251_N_30.8_8.091024_6970.918_bilal.shehzad_11_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602102518724_52.54791956394911_-1.7859694920480251_N_30.8_8.091024_6970.918_bilal.shehzad_.jpg
"02-06-2023 , 10:30",52.5479123974219,-1.7859711684286594,S,Major Pothole,"Moderate Pothole, Surface Deterioration",Fox Hollies Road,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602103051719_52.5479123974219_-1.7859711684286594_S_40.9_11.194692_10429.788_bilal.shehzad_11_19_19_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602103051719_52.5479123974219_-1.7859711684286594_S_40.9_11.194692_10429.788_bilal.shehzad_.jpg
"01-06-2023 , 15:55",52.56086646113545,-1.8923338316380978,E,Major Pothole,Moderate Pothole,Cooksey Lane,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230601155504069_52.56086646113545_-1.8923338316380978_E_32.2_8.839817_11800.44_bilal.shehzad_11_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230601155504069_52.56086646113545_-1.8923338316380978_E_32.2_8.839817_11800.44_bilal.shehzad_.jpg
"02-06-2023 , 10:39",52.56563710514456,-1.77009467035532,N,Major Pothole,Moderate Pothole,A38,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602103952722_52.56563710514456_-1.77009467035532_N_56.6_16.50862_16928.818_bilal.shehzad_11_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602103952722_52.56563710514456_-1.77009467035532_N_56.6_16.50862_16928.818_bilal.shehzad_.jpg
"02-06-2023 , 10:40",52.565643936395645,-1.7699224222451448,S,Major Pothole,"Surface Deterioration, Moderate Pothole",A38,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602104043721_52.565643936395645_-1.7699224222451448_S_41.5_10.956042_17296.354_bilal.shehzad_19_11_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602104043721_52.565643936395645_-1.7699224222451448_S_41.5_10.956042_17296.354_bilal.shehzad_.jpg
"02-06-2023 , 10:40",52.566469218581915,-1.7697349190711975,S,Major Pothole,"Moderate Pothole, Minor Longitudinal Cracking, Minor Transverse Cracking",A38,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230602104034722_52.566469218581915_-1.7697349190711975_S_30.7_8.514323_17207.113_bilal.shehzad_11_7_4_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230602104034722_52.566469218581915_-1.7697349190711975_S_30.7_8.514323_17207.113_bilal.shehzad_.jpg
"05-06-2023 , 10:21",52.446919181384146,-1.8472929205745459,S,Major Pothole,"Moderate Pothole, Minor Transverse Cracking, Minor Longitudinal Cracking",Reddings Lane,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230605102147064_52.446919181384146_-1.8472929205745459_S_28.8_7.6266723_7231.9165_bilal.shehzad_11_4_4_4_4_7_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230605102147064_52.446919181384146_-1.8472929205745459_S_28.8_7.6266723_7231.9165_bilal.shehzad_.jpg
"31-05-2023 , 12:12",52.47086288407445,-1.7923119943588972,S,Major Pothole,"Surface Deterioration, Minor Alligator, Moderate Pothole",Cockshut Hill,https://platform.roadmetrics.ai/birmingham_05_2023_1/Markred/20230531121220047_52.47086288407445_-1.7923119943588972_S_32.9_9.079329_2944.9758_bilal.shehzad_19_19_1_11_.jpg,https://platform.roadmetrics.ai/birmingham_05_2023_1/raw/20230531121220047_52.47086288407445_-1.7923119943588972_S_32.9_9.079329_2944.9758_bilal.shehzad_.jpg
