Timestamp,Latitude,Longitude,Bearing,Type,Defects or Features,RoadName,DetectedImage,RawImage
"25-09-2024 , 13:01",51.45433420781046,-0.43002272956073284,W,Major Pothole,"Minor Pothole, Moderate Pothole",Bethany Waye,https://platform.roadmetrics.ai/hounslow_09_2024/Markred/20240925130140168_51.45433420781046_-0.43002272956073284_W_13.0_3.95_44.97_hounslowadmin_10_11_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20240925130140168_51.45433420781046_-0.43002272956073284_W_13.0_3.95_44.97_hounslowadmin_.jpg
"15-10-2024 , 14:57",51.45577962510288,-0.4336169734597206,E,Major Pothole,"Moderate Pothole, Minor Alligator, Minor Longitudinal Cracking",New Road,https://platform.roadmetrics.ai/hounslow_09_2024/Markred/20241015145710126_51.45577962510288_-0.4336169734597206_E_15.4_4.32_3589.92_hounslowadmin_11_1_7_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241015145710126_51.45577962510288_-0.4336169734597206_E_15.4_4.32_3589.92_hounslowadmin_.jpg
"09-10-2024 , 16:42",51.418034406378865,-0.3587201423943043,S,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",High Street Hampton,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241009164223176_51.418034406378865_-0.3587201423943043_S_30.9_8.66_22365.6_hounslowadmin_10_7_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241009164223176_51.418034406378865_-0.3587201423943043_S_30.9_8.66_22365.6_hounslowadmin_.jpg
"09-10-2024 , 16:41",51.421804795973,-0.3590372297912836,E,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking, Minor Transverse Cracking",Uxbridge Road,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241009164135182_51.421804795973_-0.3590372297912836_E_24.9_7.99_21943.23_hounslowadmin_10_10_7_4_4_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241009164135182_51.421804795973_-0.3590372297912836_E_24.9_7.99_21943.23_hounslowadmin_.jpg
"10-10-2024 , 15:13",51.428850623779,-0.3966904152184725,E,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Nallhead Road,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241010151341087_51.428850623779_-0.3966904152184725_E_18.6_5.33_5236.63_hounslowadmin_10_7_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241010151341087_51.428850623779_-0.3966904152184725_E_18.6_5.33_5236.63_hounslowadmin_.jpg
"10-10-2024 , 15:13",51.429189001210034,-0.3976242430508137,E,Minor Pothole,Minor Pothole,Nallhead Road,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241010151329094_51.429189001210034_-0.3976242430508137_E_24.2_7.04_5160.44_hounslowadmin_10_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241010151329094_51.429189001210034_-0.3976242430508137_E_24.2_7.04_5160.44_hounslowadmin_.jpg
"10-10-2024 , 15:16",51.429867977276444,-0.38827674463391304,N,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Holly Close,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241010151621093_51.429867977276444_-0.38827674463391304_N_8.7_4.51_5969.43_hounslowadmin_10_10_7_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241010151621093_51.429867977276444_-0.38827674463391304_N_8.7_4.51_5969.43_hounslowadmin_.jpg
"10-10-2024 , 15:16",51.42991307191551,-0.38828931748867035,N,Minor Pothole,Minor Pothole,Holly Close,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241010151623097_51.42991307191551_-0.38828931748867035_N_8.5_4.79_5974.22_hounslowadmin_10_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241010151623097_51.42991307191551_-0.38828931748867035_N_8.5_4.79_5974.22_hounslowadmin_.jpg
"10-10-2024 , 15:16",51.42995037138462,-0.3883147146552801,N,Minor Pothole,"Minor Pothole, Minor Transverse Cracking",Holly Close,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241010151625093_51.42995037138462_-0.3883147146552801_N_8.6_5.09_5979.31_hounslowadmin_10_4_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241010151625093_51.42995037138462_-0.3883147146552801_N_8.6_5.09_5979.31_hounslowadmin_.jpg
"10-10-2024 , 15:25",51.4300118945539,-0.38837422616779804,E,Minor Pothole,Minor Pothole,Holly Close,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241010152518092_51.4300118945539_-0.38837422616779804_E_16.2_4.6_6054.69_hounslowadmin_10_10_10_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241010152518092_51.4300118945539_-0.38837422616779804_E_16.2_4.6_6054.69_hounslowadmin_.jpg
"10-10-2024 , 15:25",51.43003569915891,-0.38842879235744476,S,Minor Pothole,Minor Pothole,Holly Close,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241010152517079_51.43003569915891_-0.38842879235744476_S_16.3_4.39_6050.09_hounslowadmin_10_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241010152517079_51.43003569915891_-0.38842879235744476_S_16.3_4.39_6050.09_hounslowadmin_.jpg
"10-10-2024 , 15:16",51.43005359452218,-0.3884943388402462,W,Minor Pothole,"Minor Pothole, Minor Alligator",Holly Close,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241010151632095_51.43005359452218_-0.3884943388402462_W_11.5_3.23_5997.59_hounslowadmin_10_10_10_1_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241010151632095_51.43005359452218_-0.3884943388402462_W_11.5_3.23_5997.59_hounslowadmin_.jpg
"10-10-2024 , 15:16",51.43008527811617,-0.38854949176311493,W,Minor Pothole,Minor Pothole,Holly Close,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241010151633093_51.43008527811617_-0.38854949176311493_W_10.9_3.26_6000.85_hounslowadmin_10_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241010151633093_51.43008527811617_-0.38854949176311493_W_10.9_3.26_6000.85_hounslowadmin_.jpg
"10-10-2024 , 15:16",51.430107867345214,-0.38859098218381405,W,Minor Pothole,Minor Pothole,Holly Close,https://platform.roadmetrics.ai/hounslow_09_2024/Markorange/20241010151635095_51.430107867345214_-0.38859098218381405_W_7.2_5.21_6006.06_hounslowadmin_10_.jpg,https://platform.roadmetrics.ai/hounslow_09_2024/raw/20241010151635095_51.430107867345214_-0.38859098218381405_W_7.2_5.21_6006.06_hounslowadmin_.jpg
