Timestamp,Latitude,Longitude,Bearing,Type,Defects or Features,RoadName,DetectedImage,RawImage
"26-03-2024 , 16:37",51.55603355,-3.02549103,W,Major Pothole,Moderate Pothole,Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163738099_51.55603355_-3.02549103_W_34.90_9.67_10139.1_130CB_11_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163738099_51.55603355_-3.02549103_W_34.90_9.67_10139.1_130CB_.jpg
"26-03-2024 , 16:33",51.55741929,-3.02693241,S,Major Pothole,"Moderate Pothole, Minor Pothole",Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163312599500_51.55741929_-3.02693241_S_47.37_6.84_7453.53_130CB_11_10_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163312599500_51.55741929_-3.02693241_S_47.37_6.84_7453.53_130CB_.jpg
"26-03-2024 , 16:38",51.55918449,-3.030936965,N,Major Pothole,"Moderate Pothole, Minor Longitudinal Cracking",Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163823097_51.55918449_-3.030936965_N_53.86_7.62_10702.38_130CB_11_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163823097_51.55918449_-3.030936965_N_53.86_7.62_10702.38_130CB_.jpg
"26-03-2024 , 16:38",51.55967331,-3.03162928,N,Major Pothole,"Severe Pothole, Minor Alligator",Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163827595500_51.55967331_-3.03162928_N_58.23_8.19_10774.58_130CB_12_1_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163827595500_51.55967331_-3.03162928_N_58.23_8.19_10774.58_130CB_.jpg
"26-03-2024 , 16:32",51.55980899,-3.03167969,S,Major Pothole,"Moderate Pothole, Minor Longitudinal Cracking",Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163238598500_51.55980899_-3.03167969_S_49.17_6.82_7016.81_130CB_11_7_7_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163238598500_51.55980899_-3.03167969_S_49.17_6.82_7016.81_130CB_.jpg
"26-03-2024 , 16:35",51.56004608,-3.01286602,E,Major Pothole,"Moderate Pothole, Minor Longitudinal Cracking, Minor Transverse Cracking",Duffryn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163509599000_51.56004608_-3.01286602_E_46.01_6.45_8745.34_130CB_11_7_7_4_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163509599000_51.56004608_-3.01286602_E_46.01_6.45_8745.34_130CB_.jpg
"26-03-2024 , 16:35",51.56016275,-3.0121251,E,Major Pothole,"Moderate Pothole, Minor Pothole, Minor Longitudinal Cracking",Duffryn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163513599500_51.56016275_-3.01212510_E_48.34_6.52_8798.27_130CB_11_10_7_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163513599500_51.56016275_-3.01212510_E_48.34_6.52_8798.27_130CB_.jpg
"26-03-2024 , 16:35",51.56019256,-3.01194638,E,Major Pothole,"Moderate Pothole, Minor Longitudinal Cracking",Duffryn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163514600000_51.56019256_-3.01194638_E_47.04_6.42_8811.2_130CB_11_7_7_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163514600000_51.56019256_-3.01194638_E_47.04_6.42_8811.2_130CB_.jpg
"26-03-2024 , 16:35",51.56020789,-3.011856685,E,Major Pothole,"Moderate Pothole, Minor Longitudinal Cracking",Duffryn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163515100_51.56020789_-3.0118566849999997_E_46.37_6.42_8817.62_130CB_11_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163515100_51.56020789_-3.0118566849999997_E_46.37_6.42_8817.62_130CB_.jpg
"26-03-2024 , 16:35",51.56022265,-3.01155565,W,Major Pothole,"Severe Pothole, Minor Longitudinal Cracking",Duffryn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163551100_51.56022265_-3.01155565_W_35.36_9.98_8923.58_130CB_12_7_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163551100_51.56022265_-3.01155565_W_35.36_9.98_8923.58_130CB_.jpg
"26-03-2024 , 16:35",51.56028235,-3.01142492,E,Major Pothole,"Severe Pothole, Minor Transverse Cracking, Minor Longitudinal Cracking",Duffryn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163517595000_51.56028235_-3.01142492_E_45.38_6.01_8849.13_130CB_12_4_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163517595000_51.56028235_-3.01142492_E_45.38_6.01_8849.13_130CB_.jpg
"26-03-2024 , 16:44",51.572001535,-3.013210135,N,Major Pothole,"Minor Pothole, Moderate Pothole",Cardiff Road,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326164430094_51.572001535_-3.013210135_N_47.07_6.52_13455.5_130CB_10_11_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326164430094_51.572001535_-3.013210135_N_47.07_6.52_13455.5_130CB_.jpg
"26-03-2024 , 16:47",51.57669003,-3.00597342,E,Major Pothole,"Moderate Pothole, Minor Longitudinal Cracking, Minor Alligator, Minor Transverse Cracking",Cardiff Road,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326164707098_51.57669003_-3.00597342_E_31.36_8.73_14180.59_130CB_11_7_1_7_7_4_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326164707098_51.57669003_-3.00597342_E_31.36_8.73_14180.59_130CB_.jpg
"26-03-2024 , 16:47",51.57775996,-3.00228435,E,Major Pothole,"Moderate Pothole, Minor Alligator, Minor Longitudinal Cracking",Cardiff Road,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326164738101_51.57775996_-3.00228435_E_31.00_8.63_14464.44_130CB_11_1_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326164738101_51.57775996_-3.00228435_E_31.00_8.63_14464.44_130CB_.jpg
"26-03-2024 , 16:57",51.58828884,-2.96850145,E,Major Pothole,"Moderate Pothole, Minor Longitudinal Cracking",Chepstow Road,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326165732601500_51.58828884_-2.96850145_E_48.28_6.7_17381.17_130CB_11_7_7_7_7_7_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326165732601500_51.58828884_-2.96850145_E_48.28_6.7_17381.17_130CB_.jpg
"26-03-2024 , 16:57",51.5885508,-2.97122402,E,Major Pothole,"Minor Pothole, Moderate Pothole, Minor Alligator, Minor Longitudinal Cracking",Chepstow Road,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326165717097_51.58855080_-2.97122402_E_41.93_11.6_17185.57_130CB_10_11_1_7_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326165717097_51.58855080_-2.97122402_E_41.93_11.6_17185.57_130CB_.jpg
"26-03-2024 , 16:27",51.53832535,-3.09124324,N,Minor Pothole,"Minor Pothole, Minor Transverse Cracking, Minor Longitudinal Cracking",Newport Road,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326162712754000_51.53832535_-3.09124324_N_71.10_6.58_1845.87_130CB_10_10_4_4_7_4_4_4_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326162712754000_51.53832535_-3.09124324_N_71.10_6.58_1845.87_130CB_.jpg
"26-03-2024 , 16:27",51.54036742,-3.08782693,E,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Newport Road,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326162728763334_51.54036742_-3.08782693_E_77.41_7.17_2173.74_130CB_10_10_7_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326162728763334_51.54036742_-3.08782693_E_77.41_7.17_2173.74_130CB_.jpg
"26-03-2024 , 16:28",51.54601964,-3.07826015,N,Minor Pothole,"Minor Pothole, Minor Transverse Cracking, Minor Longitudinal Cracking",Newport Road,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326162816769666_51.54601964_-3.07826015_N_69.27_6.28_3094.53_130CB_10_10_4_7_4_4_7_7_7_4_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326162816769666_51.54601964_-3.07826015_N_69.27_6.28_3094.53_130CB_.jpg
"26-03-2024 , 16:28",51.548095806666666,-3.0753446400000004,E,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Newport Road,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326162833097_51.548095806666666_-3.0753446400000004_E_69.32_6.38_3403.08_130CB_10_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326162833097_51.548095806666666_-3.0753446400000004_E_69.32_6.38_3403.08_130CB_.jpg
"26-03-2024 , 16:36",51.55604504,-3.01954726,S,Minor Pothole,Minor Pothole,Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326163657595500_51.55604504_-3.01954726_S_45.56_6.12_9684.39_130CB_10_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163657595500_51.55604504_-3.01954726_S_45.56_6.12_9684.39_130CB_.jpg
"26-03-2024 , 16:33",51.55622226,-3.02561893,S,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326163325595000_51.55622226_-3.02561893_S_45.70_6.2_7615.68_130CB_10_7_7_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163325595000_51.55622226_-3.02561893_S_45.70_6.2_7615.68_130CB_.jpg
"26-03-2024 , 16:34",51.556881525,-3.018923025,N,Minor Pothole,Minor Pothole,Duffryn Way,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326163424102_51.556881524999994_-3.018923025_N_45.19_6.31_8181.02_130CB_10_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163424102_51.556881524999994_-3.018923025_N_45.19_6.31_8181.02_130CB_.jpg
"26-03-2024 , 16:33",51.55694208,-3.02643039,S,Minor Pothole,Minor Pothole,Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326163317096_51.55694208_-3.02643039_S_43.38_11.97_7512.09_130CB_10_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163317096_51.55694208_-3.02643039_S_43.38_11.97_7512.09_130CB_.jpg
"26-03-2024 , 16:33",51.55741929,-3.02693241,S,Minor Pothole,"Moderate Pothole, Minor Pothole",Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markred/20240326163312599500_51.55741929_-3.02693241_S_47.37_6.84_7453.53_130CB_11_10_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163312599500_51.55741929_-3.02693241_S_47.37_6.84_7453.53_130CB_.jpg
"26-03-2024 , 16:36",51.55758827,-3.01818428,S,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking, Minor Transverse Cracking",Duffryn Way,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326163641599500_51.55758827_-3.01818428_S_49.00_6.82_9487.24_130CB_10_7_4_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163641599500_51.55758827_-3.01818428_S_49.00_6.82_9487.24_130CB_.jpg
"26-03-2024 , 16:33",51.55762436,-3.02714092,S,Minor Pothole,Minor Pothole,Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326163310598500_51.55762436_-3.02714092_S_47.84_6.52_7426.84_130CB_10_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163310598500_51.55762436_-3.02714092_S_47.84_6.52_7426.84_130CB_.jpg
"26-03-2024 , 16:33",51.557672295,-3.02719494,S,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326163310095_51.557672295_-3.0271949400000002_S_47.84_6.59_7420.32_130CB_10_7_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163310095_51.557672295_-3.0271949400000002_S_47.84_6.59_7420.32_130CB_.jpg
"26-03-2024 , 16:33",51.55772023,-3.02724896,S,Minor Pothole,"Minor Pothole, Minor Transverse Cracking",Pencarn Way,https://platform.roadmetrics.ai/newport_11_2023/Markorange/20240326163309596500_51.55772023_-3.02724896_S_50.05_6.59_7413.73_130CB_10_4_4_.jpg,https://platform.roadmetrics.ai/newport_11_2023/raw/20240326163309596500_51.55772023_-3.02724896_S_50.05_6.59_7413.73_130CB_.jpg
